pasc,PASC Name Simple,ICD-10-CM Code,ICD-10-CM Code_clean,ICD-10-CM Code Description,selected stringent,selected broader,snomed_code,mapping_source,concept_id,concept_name
Diabetes mellitus with complication,Diabetes mellitus,E10319,E10.319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,1,1,739681000,imo,42538169,Disorder of eye due to type 1 diabetes mellitus
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82811,I82.811,Embolism and thrombosis of superficial veins of right lower extremity,1,1,441739009,imo,40480453,Disorder of vein of lower extremity
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G908,G90.8,Other disorders of autonomic nervous system,1,1,111568001,imo,4008579,Hypothalamic syndrome
Diabetes mellitus with complication,Diabetes mellitus,E13339,E13.339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,1,1,238984005,imo,4082348,Rubeosis faciei due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E1159,E11.59,Type 2 diabetes mellitus with other circulatory complications,1,1,190389009,imo,4099651,Type 2 diabetes mellitus with ulcer
Diabetes mellitus with complication,Diabetes mellitus,E13319,E13.319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,1,1,170763003,imo,4016045,Diabetic - good control
Diabetes mellitus with complication,Diabetes mellitus,E11321,E11.321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,1,1,314015001,imo,4195498,Mixed maculopathy due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E1332,E13.32,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy,1,1,312903003,imo,378743,Mild nonproliferative retinopathy due to diabetes mellitus
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R1031,R10.31,Right lower quadrant pain,1,1,309737007,imo,4149783,Abdominal pain in pregnancy
Diabetes mellitus with complication,Diabetes mellitus,E1129,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,1,1,268519009,imo,443238,Diabetic - poor control
Diabetes mellitus with complication,Diabetes mellitus,E13321,E13.321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,1,1,312903003,imo,378743,Mild nonproliferative retinopathy due to diabetes mellitus
Other general signs and symptoms,Edema,R6889,R68.89,Other general symptoms and signs,1,1,39104002,imo,4192174,Illness
"Musculoskeletal pain, not low back pain",Joint pain,M25651,M25.651,"Stiffness of right hip, not elsewhere classified",1,1,84445001,imo,72404,Joint stiffness
Malaise and fatigue,Malaise and fatigue,R5381,R53.81,Other malaise,1,1,420801006,imo,4225027,Malaise associated with AIDS
Diabetes mellitus with complication,Diabetes mellitus,E113419,E11.3419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",1,1,397543001,imo,4265434,Mild visual impairment
Diabetes mellitus with complication,Diabetes mellitus,E11351,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1,1,311782002,imo,4209538,Advanced retinal disease due to diabetes mellitus
Other specified and unspecified skin disorders,Hair loss,L940,L94.0,Localized scleroderma [morphea],1,1,7513007,imo,4326583,Generalized morphea
Malaise and fatigue,Malaise and fatigue,R531,R53.1,Weakness,1,1,365092005,imo,4273948,Finding related to ability to mobilize
Diabetes mellitus with complication,Diabetes mellitus,E103393,E10.3393,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",1,1,193699007,imo,372906,Blindness - both eyes
Diabetes mellitus with complication,Diabetes mellitus,E133599,E13.3599,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",1,1,312910009,imo,4195045,Vitreous hemorrhage due to diabetes mellitus
Other general signs and symptoms,Edema,R6250,R62.50,Unspecified lack of expected normal physiological development in childhood,1,1,33010005,imo,4140071,Floppy infant syndrome
Diabetes mellitus with complication,Diabetes mellitus,E1137X1,E11.37X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",1,1,895699003,imo,604421,History of disorder of eye proper
Diabetes mellitus with complication,Diabetes mellitus,E10319,E10.319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,1,1,4646004,imo,380718,Impairment level: one eye: profound impairment: other eye: not specified
Diabetes mellitus with complication,Diabetes mellitus,E10341,E10.341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,1,1,312912001,imo,380097,Macular edema due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E133211,E13.3211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",1,1,710815001,imo,46272451,Long-term current use of insulin
Pressure ulcer of skin,Pressure ulcer,L89523,L89.523,"Pressure ulcer of left ankle, stage 3",1,1,30171000175105,imo,NULL,NULL
Diabetes mellitus with complication,Diabetes mellitus,E133213,E13.3213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",1,1,397542006,imo,4288371,Moderate visual impairment
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G64,G64,Other disorders of peripheral nervous system,1,1,42658009,imo,4175154,Disorder of the peripheral nervous system
"Musculoskeletal pain, not low back pain",Joint pain,M25519,M25.519,Pain in unspecified shoulder,1,1,22253000,imo,4329041,Pain
Diabetes mellitus with complication,Diabetes mellitus,E13319,E13.319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,1,1,63511007,imo,381007,Impairment level: better eye: profound impairment: lesser eye: not further specified
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R1900,R19.00,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",1,1,714254003,imo,37017896,Abdominal organomegaly
Nervous system signs and symptoms,Cognitive problems,R29810,R29.810,Facial weakness,1,1,230690007,imo,381316,Cerebrovascular accident
Circulatory signs and symptoms,Abnormal heartbeat,R000,R00.0,"Tachycardia, unspecified",1,1,426300009,imo,4144463,Tachycardia-induced cardiomyopathy
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J988,J98.8,Other specified respiratory disorders,1,1,840539006,imo,37311061,COVID-19
Diabetes mellitus with complication,Diabetes mellitus,E119,E11.9,Type 2 diabetes mellitus without complications,1,1,11164009,imo,4006473,Autosomal dominant hereditary disorder
Diabetes mellitus with complication,Diabetes mellitus,E13339,E13.339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,1,1,397540003,imo,4265433,Visual impairment
Pressure ulcer of skin,Pressure ulcer,L89893,L89.893,"Pressure ulcer of other site, stage 3",1,1,428194005,imo,443593,Ulcer of thigh
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82413,I82.413,"Acute embolism and thrombosis of femoral vein, bilateral",1,1,309735004,imo,4149782,Thrombosis of vein of lower limb
Sleep wake disorders,Sleep disorders,F5101,F51.01,Primary insomnia,1,1,192454004,imo,4102985,Nonorganic insomnia
Acute pulmonary embolism,Pulmonary embolism,I2699,I26.99,Other pulmonary embolism without acute cor pulmonale,1,1,74315008,imo,4253796,Pulmonary microemboli
Respiratory signs and symptoms,Dyspnea,R0689,R06.89,Other abnormalities of breathing,1,1,39106000,imo,4307173,Ataxic respiration
Other general signs and symptoms,Edema,R6250,R62.50,Unspecified lack of expected normal physiological development in childhood,1,1,773552008,imo,36676625,"Intellectual disability, feeding difficulties, developmental delay, microcephaly syndrome"
Other general signs and symptoms,Edema,R6250,R62.50,Unspecified lack of expected normal physiological development in childhood,1,1,1255322002,imo,NULL,NULL
Other general signs and symptoms,Edema,R6252,R62.52,Short stature (child),1,1,32337007,imo,4138525,Microdontia
Diabetes mellitus with complication,Diabetes mellitus,E11331,E11.331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,1,1,193714008,imo,4103738,"Better eye: severe visual impairment, Lesser eye: total visual impairment"
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G64,G64,Other disorders of peripheral nervous system,1,1,250027007,imo,4094724,Peripheral sensory gait disorder
"Musculoskeletal pain, not low back pain",Joint pain,M25572,M25.572,Pain in left ankle and joints of left foot,1,1,12247731000119102,imo,760920,Bilateral ankle joint pain
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82890,I82.890,Acute embolism and thrombosis of other specified veins,1,1,15712201000119101,imo,761461,Acute deep venous thrombosis of bilateral pelvic veins
Diabetes mellitus with complication,Diabetes mellitus,E0869,E08.69,Diabetes mellitus due to underlying condition with other specified complication,1,1,420683009,imo,4224879,Disorder of nervous system due to malnutrition related diabetes mellitus
Other general signs and symptoms,Edema,R52,R52,"Pain, unspecified",1,1,40196000,imo,4222890,Mild pain
Diabetes mellitus with complication,Diabetes mellitus,E103532,E10.3532,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",1,1,16747741000119100,imo,609115,Proliferative retinopathy of left eye due to diabetes mellitus type 1
Diabetes mellitus with complication,Diabetes mellitus,E13351,E13.351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,1,1,95717004,imo,4318691,Secondary glaucoma
Other specified and unspecified skin disorders,Hair loss,L659,L65.9,"Nonscarring hair loss, unspecified",1,1,1162675003,imo,NULL,NULL
Nervous system signs and symptoms,Cognitive problems,R270,R27.0,"Ataxia, unspecified",1,1,398152000,imo,4160024,Poor muscle tone
Malaise and fatigue,Malaise and fatigue,R5383,R53.83,Other fatigue,1,1,300979000,imo,4117108,Caregiver stress syndrome
Diabetes mellitus with complication,Diabetes mellitus,E1139,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1,1,1491000119102,imo,43531608,Vitreous hemorrhage due to type 2 diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E1169,E11.69,Type 2 diabetes mellitus with other specified complication,1,1,59079001,imo,4240589,Diabetes mellitus associated with hormonal etiology
Diabetes mellitus with complication,Diabetes mellitus,E103521,E10.3521,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",1,1,46635009,imo,201254,Type 1 diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E1037X9,E10.37X9,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",1,1,13016311000119104,imo,37209189,History of retinal edema
Pressure ulcer of skin,Pressure ulcer,L89156,L89.156,Pressure-induced deep tissue damage of sacral region,1,1,468409941000119108,imo,618536,Pressure injury of deep tissue of sacral region of back
Diabetes mellitus with complication,Diabetes mellitus,E113543,E11.3543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",1,1,343221000119108,imo,36684747,Bilateral traction detachment of retinas
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R159,R15.9,Full incontinence of feces,1,1,48340000,imo,444035,Incontinence
Diabetes mellitus with complication,Diabetes mellitus,E113513,E11.3513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",1,1,710815001,imo,46272451,Long-term current use of insulin
Malaise and fatigue,Malaise and fatigue,R5383,R53.83,Other fatigue,1,1,784317004,imo,37205051,Fatigue due to chemotherapy
Diabetes mellitus with complication,Diabetes mellitus,E1139,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1,1,770324004,imo,35626905,Ischemia of retina due to diabetes mellitus
Other specified upper respiratory infections,Acute pharyngitis,J390,J39.0,Retropharyngeal and parapharyngeal abscess,1,1,84889008,imo,257008,Parapharyngeal abscess
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,O2230,O22.30,"Deep phlebothrombosis in pregnancy, unspecified trimester",1,1,396339007,imo,4245118,Thrombus
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J8410,J84.10,"Pulmonary fibrosis, unspecified",1,1,3514002,imo,4148685,Peribronchial fibrosis of lung
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J984,J98.4,Other disorders of lung,1,1,301863008,imo,4200027,Cavitation of lung
Diabetes mellitus with complication,Diabetes mellitus,E133291,E13.3291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",1,1,170763003,imo,4016045,Diabetic - good control
Headache; including migraine,Headache,G43C0,G43.C0,"Periodic headache syndromes in child or adult, not intractable",1,1,424699007,imo,4313491,"Migraine variants, not intractable"
