,PASC Name Simple,HD Domain (Defined by Nature paper),CCSR CATEGORY 1,CCSR CATEGORY 1 DESCRIPTION,ICD-10-CM,ICD-10-CM Code Description,Organ Domain,Original CCSR Domain
1164,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1165,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1166,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1167,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1168,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1169,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1170,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1171,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1172,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.36,Type 2 diabetes mellitus with diabetic cataract,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1173,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.37,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1174,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.37X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1175,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.37X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1176,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.37X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1177,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.37X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1178,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1179,Diabetes mellitus,Diseases of the Nervous System,,Diabetes mellitus with complication,E11.4,Type 2 diabetes mellitus with neurological complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1180,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1181,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1182,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1183,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1184,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1185,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.49,Type 2 diabetes mellitus with other diabetic neurological complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1186,Diabetes mellitus,Diseases of the Circulatory System,,Diabetes mellitus with complication,E11.5,Type 2 diabetes mellitus with circulatory complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1187,Diabetes mellitus,Diseases of the Circulatory System,CIR032,Diabetes mellitus with complication,E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1188,Diabetes mellitus,Diseases of the Circulatory System,CIR028,Diabetes mellitus with complication,E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1189,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.59,Type 2 diabetes mellitus with other circulatory complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1190,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.6,Type 2 diabetes mellitus with other specified complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1191,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.61,Type 2 diabetes mellitus with diabetic arthropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1192,Diabetes mellitus,Diseases of the Musculoskeletal System and Connective Tissue,END003,Diabetes mellitus with complication,E11.610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1193,Diabetes mellitus,Diseases of the Musculoskeletal System and Connective Tissue,END003,Diabetes mellitus with complication,E11.618,Type 2 diabetes mellitus with other diabetic arthropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1194,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,,Diabetes mellitus with complication,E11.62,Type 2 diabetes mellitus with skin complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1195,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E11.620,Type 2 diabetes mellitus with diabetic dermatitis,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1196,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E11.621,Type 2 diabetes mellitus with foot ulcer,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1197,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E11.622,Type 2 diabetes mellitus with other skin ulcer,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1198,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.628,Type 2 diabetes mellitus with other skin complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1199,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.63,Type 2 diabetes mellitus with oral complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1200,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.630,Type 2 diabetes mellitus with periodontal disease,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1201,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.638,Type 2 diabetes mellitus with other oral complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1202,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.64,Type 2 diabetes mellitus with hypoglycemia,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1203,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.640,Type 2 diabetes mellitus with hypoglycemia without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1204,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.641,Type 2 diabetes mellitus with hypoglycemia with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1205,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.649,Type 2 diabetes mellitus with hypoglycemia without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1206,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.65,Type 2 diabetes mellitus with hyperglycemia,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1207,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.69,Type 2 diabetes mellitus with other specified complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1208,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.8,Type 2 diabetes mellitus with unspecified complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1209,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END002,Diabetes mellitus with complication,E11.9,Type 2 diabetes mellitus without complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1210,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E13,Other specified diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1211,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E13.0,Other specified diabetes mellitus with hyperosmolarity,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1212,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E13.00,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1213,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E13.01,Other specified diabetes mellitus with hyperosmolarity with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1214,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E13.1,Other specified diabetes mellitus with ketoacidosis,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1215,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E13.10,Other specified diabetes mellitus with ketoacidosis without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
